IRIS;REG;DEP;TYP_IRIS;P18_LOG;P18_RP;P18_RSECOCC
023690000;32;02;Z;138;108;13
023700000;32;02;Z;251;218;8
023710000;32;02;Z;808;750;12
023720000;32;02;Z;165;147;7
023730000;32;02;Z;109;91;5
023740000;32;02;Z;391;370;1
023750000;32;02;Z;72;57;5
023760000;32;02;Z;81;68;4
023770000;32;02;Z;73;61;6
023780000;32;02;Z;70;60;3
023790000;32;02;Z;104;90;1
023800000;32;02;Z;20;14;2
023810101;32;02;H;1889;1522;15
023810201;32;02;H;1391;1127;8
023810301;32;02;H;909;829;9
023810401;32;02;H;671;598;3
023820000;32;02;Z;605;579;4
023830000;32;02;Z;660;625;3
023840000;32;02;Z;27;19;5
023850000;32;02;Z;77;60;5
023860000;32;02;Z;128;103;11
023870000;32;02;Z;452;440;4
023880000;32;02;Z;126;101;22
023890000;32;02;Z;365;281;53
023900000;32;02;Z;116;112;3
023910000;32;02;Z;141;95;41
023920000;32;02;Z;145;124;4
023930000;32;02;Z;77;56;13
023950000;32;02;Z;71;58;5
023960000;32;02;Z;38;28;9
023970000;32;02;Z;585;531;8
023980000;32;02;Z;114;106;0
023990000;32;02;Z;230;213;7
024000000;32;02;Z;71;60;5
024010000;32;02;Z;109;87;13
024020000;32;02;Z;19;16;2
024030000;32;02;Z;149;116;16
024040000;32;02;Z;92;74;11
024050000;32;02;Z;275;216;22
024060000;32;02;Z;67;53;9
024070000;32;02;Z;85;77;3
024080101;32;02;H;1297;1199;12
024080102;32;02;H;579;482;2
024080103;32;02;H;597;458;7
024080201;32;02;H;1468;1374;11
024080301;32;02;H;1233;1000;22
024080401;32;02;H;541;505;3
024080402;32;02;H;1149;1078;6
024080501;32;02;H;2664;2180;78
024080601;32;02;H;1274;1122;28
024080701;32;02;H;39;30;0
024080801;32;02;H;1745;1581;22
024080901;32;02;H;974;877;12
024090000;32;02;Z;145;114;8
024100000;32;02;Z;127;100;13
024110000;32;02;Z;103;77;17
024120000;32;02;Z;46;36;7
024130000;32;02;Z;109;104;3
024140000;32;02;Z;110;87;13
024150000;32;02;Z;72;58;8
024160000;32;02;Z;222;192;15
024170000;32;02;Z;51;44;0
024180000;32;02;Z;115;91;15
024190000;32;02;Z;142;112;11
024200000;32;02;Z;364;343;2
024210000;32;02;Z;43;40;3
024220000;32;02;Z;385;340;12
024230000;32;02;Z;199;168;8
024240000;32;02;Z;50;46;0
024250000;32;02;Z;79;67;7
024260000;32;02;Z;246;223;6
024270000;32;02;Z;69;54;7
024280000;32;02;Z;40;30;4
024290000;32;02;Z;50;45;3
024300000;32;02;Z;622;534;11
024310000;32;02;Z;197;174;8
024320000;32;02;Z;98;79;9
024330000;32;02;Z;116;102;5
024350000;32;02;Z;40;34;4
024380000;32;02;Z;142;116;14
024390000;32;02;Z;506;436;27
024400000;32;02;Z;68;56;9
024410000;32;02;Z;125;89;31
024420000;32;02;Z;53;45;5
024430000;32;02;Z;92;81;3
024440000;32;02;Z;58;51;1
024450000;32;02;Z;142;123;6
024460000;32;02;Z;45;42;1
024470000;32;02;Z;74;56;7
024480000;32;02;Z;56;49;5
024490000;32;02;Z;33;28;1
024500000;32;02;Z;184;152;15
024510000;32;02;Z;57;54;0
024520000;32;02;Z;105;96;2
024530000;32;02;Z;210;175;15
024540000;32;02;Z;178;159;6
024550000;32;02;Z;103;82;14
024560000;32;02;Z;167;139;11
024570000;32;02;Z;200;173;4
024580000;32;02;Z;421;324;62
024590000;32;02;Z;76;71;1
024600000;32;02;Z;105;88;6
024610000;32;02;Z;161;143;5
024620000;32;02;Z;116;93;10
024630000;32;02;Z;49;33;9
024640000;32;02;Z;160;148;5
024650000;32;02;Z;256;205;19
024660000;32;02;Z;63;54;6
024670000;32;02;Z;24;20;1
024680000;32;02;Z;1158;975;19
024690000;32;02;Z;255;206;24
024700000;32;02;Z;215;187;12
024710000;32;02;Z;68;54;6
024720000;32;02;Z;212;177;11
024730000;32;02;Z;87;80;2
024740000;32;02;Z;177;158;5
024760000;32;02;Z;322;268;17
024770000;32;02;Z;434;414;5
024780000;32;02;Z;111;107;2
024800000;32;02;Z;147;127;3
024810000;32;02;Z;200;193;1
024820000;32;02;Z;27;20;2
024830000;32;02;Z;239;218;5
024840000;32;02;Z;237;207;20
024850000;32;02;Z;45;39;2
024860000;32;02;Z;51;39;8
024870000;32;02;Z;279;261;6
024880000;32;02;Z;77;67;1
024890000;32;02;Z;136;128;4
024900000;32;02;Z;76;60;10
024910000;32;02;Z;153;133;7
024920000;32;02;Z;221;188;13
024930000;32;02;Z;110;99;3
024940000;32;02;Z;63;52;2
024950000;32;02;Z;472;422;12
024960000;32;02;Z;46;39;4
024970000;32;02;Z;500;469;18
024980000;32;02;Z;378;313;19
024990000;32;02;Z;17;17;0
025000000;32;02;Z;383;329;9
025010000;32;02;Z;47;36;8
025020000;32;02;Z;681;591;9
025030000;32;02;Z;390;339;5
025040000;32;02;Z;731;670;9
025050000;32;02;Z;106;84;11
025060000;32;02;Z;108;80;17
025070000;32;02;Z;18;14;1
025080000;32;02;Z;74;66;6
025090000;32;02;Z;80;61;9
025100000;32;02;Z;74;64;8
025110000;32;02;Z;132;114;5
025120000;32;02;Z;148;113;25
025130000;32;02;Z;83;69;1
025140000;32;02;Z;333;283;36
025150000;32;02;Z;36;27;5
025160000;32;02;Z;37;29;4
025170000;32;02;Z;148;123;5
025180000;32;02;Z;157;122;25
025190000;32;02;Z;93;75;7
025200000;32;02;Z;325;285;22
025210000;32;02;Z;601;519;27
025220000;32;02;Z;41;30;8
025230000;32;02;Z;31;27;2
025240000;32;02;Z;334;290;14
025250000;32;02;Z;273;253;5
025260000;32;02;Z;53;38;11
025270000;32;02;Z;217;181;9
025280000;32;02;Z;129;107;16
025290000;32;02;Z;82;77;1
025300000;32;02;Z;46;32;7
025310000;32;02;Z;69;52;6
025320000;32;02;Z;468;435;4
025330000;32;02;Z;75;57;8
025340000;32;02;Z;21;21;0
025350000;32;02;Z;67;47;8
025360000;32;02;Z;41;38;1
025370000;32;02;Z;84;72;6
025380000;32;02;Z;39;28;6
025390000;32;02;Z;312;278;1
025400000;32;02;Z;512;486;5
025410000;32;02;Z;216;188;3
025420000;32;02;Z;41;37;1
025430000;32;02;Z;1001;861;27
025440000;32;02;Z;285;253;11
025450000;32;02;Z;75;65;2
025460000;32;02;Z;87;75;4
025470000;32;02;Z;36;29;7
025480000;32;02;Z;166;149;6
025490000;32;02;Z;397;368;3
025500000;32;02;Z;385;50;330
025510000;32;02;Z;49;41;3
025520000;32;02;Z;83;73;1
025530000;32;02;Z;119;102;2
025540000;32;02;Z;491;457;11
025550000;32;02;Z;984;858;35
025560000;32;02;Z;46;35;4
025570000;32;02;Z;67;51;11
025580000;32;02;Z;1367;1181;20
025590000;32;02;Z;259;205;12
025600000;32;02;Z;140;114;9
025610000;32;02;Z;74;67;2
025620000;32;02;Z;106;87;5
025630000;32;02;Z;82;68;7
025640000;32;02;Z;206;199;3
025650000;32;02;Z;135;115;10
025660000;32;02;Z;521;472;11
025670000;32;02;Z;149;124;8
025680000;32;02;Z;101;68;28
025690000;32;02;Z;201;179;3
025700000;32;02;Z;81;75;4
025710000;32;02;Z;317;295;1
025720000;32;02;Z;207;197;3
025730000;32;02;Z;37;30;3
025740000;32;02;Z;670;578;16
025750000;32;02;Z;856;737;10
025760000;32;02;Z;133;128;1
025770000;32;02;Z;51;37;9
025780000;32;02;Z;40;31;4
025790000;32;02;Z;66;56;6
025800000;32;02;Z;389;335;16
025810000;32;02;Z;138;120;7
025820000;32;02;Z;54;37;11
025830000;32;02;Z;28;23;3
025840000;32;02;Z;48;47;0
025850000;32;02;Z;116;95;4
025860000;32;02;Z;106;68;24
025870000;32;02;Z;160;148;5
025880000;32;02;Z;51;29;16
025890000;32;02;Z;113;102;6
025900000;32;02;Z;97;70;18
025910000;32;02;Z;68;57;4
025920000;32;02;Z;121;85;16
025930000;32;02;Z;486;450;6
025940000;32;02;Z;62;53;4
025950000;32;02;Z;72;59;1
025960000;32;02;Z;371;304;12
025980000;32;02;Z;298;269;12
025990000;32;02;Z;128;113;2
026000000;32;02;Z;183;155;12
026010000;32;02;Z;73;67;4
026020000;32;02;Z;827;757;7
026040000;32;02;Z;43;37;2
026050000;32;02;Z;92;76;7
026060000;32;02;Z;45;32;8
026070000;32;02;Z;34;32;0
026080000;32;02;Z;285;219;34
026090000;32;02;Z;14;10;2
026100000;32;02;Z;330;305;8
026120000;32;02;Z;54;50;3
026130000;32;02;Z;265;240;6
026140000;32;02;Z;113;100;8
026150000;32;02;Z;138;132;2
026160000;32;02;Z;99;80;10
026170000;32;02;Z;226;202;0
026180000;32;02;Z;317;288;3
026190000;32;02;Z;270;228;2
026200000;32;02;Z;173;155;8
026210000;32;02;Z;185;166;7
026220000;32;02;Z;23;17;1
026230000;32;02;Z;54;46;5
026240000;32;02;Z;158;118;11
026250000;32;02;Z;78;57;4
026260000;32;02;Z;163;138;4
026270000;32;02;Z;55;47;2
026280000;32;02;Z;118;86;18
026290000;32;02;Z;132;112;5
026310000;32;02;Z;200;168;16
026320000;32;02;Z;32;28;3
026330000;32;02;Z;32;24;2
026340000;32;02;Z;43;33;1
026350000;32;02;Z;64;57;1
026360000;32;02;Z;95;87;5
026370000;32;02;Z;133;128;0
026380000;32;02;Z;112;97;4
026390000;32;02;Z;171;150;5
026400000;32;02;Z;80;67;1
026410000;32;02;Z;59;47;7
026420000;32;02;Z;123;85;24
026430000;32;02;Z;425;313;86
026440000;32;02;Z;186;145;20
026450000;32;02;Z;114;85;11
026470000;32;02;Z;40;29;4
026480000;32;02;Z;997;878;15
026490000;32;02;Z;113;106;0
026500000;32;02;Z;174;148;4
026510000;32;02;Z;52;45;5
026520000;32;02;Z;50;42;1
026530000;32;02;Z;237;212;9
026540000;32;02;Z;46;34;6
026550000;32;02;Z;61;48;7
026560000;32;02;Z;177;152;9
026570000;32;02;Z;103;89;3
026580000;32;02;Z;107;98;0
026590000;32;02;Z;238;226;1
026600000;32;02;Z;28;20;7
026610000;32;02;Z;111;100;8
026620000;32;02;Z;171;128;16
026630000;32;02;Z;88;79;9
026640000;32;02;Z;70;55;13
026650000;32;02;Z;142;120;11
026660000;32;02;Z;522;429;19
026670000;32;02;Z;98;92;3
026680000;32;02;Z;510;443;14
026700000;32;02;Z;91;67;16
026710000;32;02;Z;131;115;3
026720000;32;02;Z;120;101;11
026730000;32;02;Z;198;174;11
026740000;32;02;Z;29;19;8
026750000;32;02;Z;63;55;4
026760000;32;02;Z;842;692;19
026770000;32;02;Z;138;111;17
026780000;32;02;Z;36;30;3
026790000;32;02;Z;68;53;10
026800000;32;02;Z;1021;878;26
026810000;32;02;Z;142;118;12
026820000;32;02;Z;59;47;4
026830000;32;02;Z;60;50;2
026840000;32;02;Z;1648;1458;28
026850000;32;02;Z;52;43;5
026860000;32;02;Z;195;171;10
026870000;32;02;Z;171;132;34
026880000;32;02;Z;27;20;2
026890000;32;02;Z;31;20;7
026900000;32;02;Z;48;41;3
026910101;32;02;H;1594;1269;34
026910102;32;02;H;1473;1074;47
026910103;32;02;H;1568;1128;28
026910104;32;02;H;1481;1229;40
026910201;32;02;H;1416;1170;21
026910202;32;02;H;928;825;20
026910203;32;02;H;1045;934;3
026910204;32;02;H;726;687;0
026910205;32;02;H;632;588;12
026910206;32;02;H;827;766;1
026910207;32;02;H;934;869;0
026910208;32;02;H;790;665;10
026910209;32;02;H;1194;1030;20
026910210;32;02;A;82;74;0
026910301;32;02;H;1408;1138;21
026910302;32;02;H;1085;955;9
026910303;32;02;H;1318;1273;0
026910304;32;02;H;1982;1746;19
026910401;32;02;H;1312;1220;8
026910402;32;02;H;1023;879;15
026910403;32;02;H;1062;949;4
026910501;32;02;H;1414;1202;9
026910502;32;02;H;804;643;6
026910503;32;02;H;1165;1026;12
026910504;32;02;H;929;890;3
026910505;32;02;A;190;165;0
026910601;32;02;H;1867;1589;17
026930000;32;02;Z;122;91;15
026940000;32;02;Z;278;248;6
026950000;32;02;Z;40;34;6
026960000;32;02;Z;54;39;9
026970000;32;02;Z;169;156;1
026980000;32;02;Z;45;40;1
026990000;32;02;Z;137;117;11
027010000;32;02;Z;354;297;17
027020000;32;02;Z;278;270;2
027030000;32;02;Z;452;412;6
027040000;32;02;Z;126;102;12
027050000;32;02;Z;104;94;5
027060000;32;02;Z;264;233;8
027070000;32;02;Z;86;79;3
027080000;32;02;Z;105;92;3
027090000;32;02;Z;196;169;5
027100000;32;02;Z;325;307;6
027110000;32;02;Z;135;123;1
027120000;32;02;Z;84;64;10
027130000;32;02;Z;122;102;9
027140000;32;02;Z;160;139;5
027150000;32;02;Z;30;23;4
027160000;32;02;Z;131;118;2
027170000;32;02;Z;273;248;7
027180000;32;02;Z;88;65;14
027190000;32;02;Z;1013;911;8
027200000;32;02;Z;955;812;13
027210000;32;02;Z;239;207;9
027220101;32;02;H;1018;980;3
027220102;32;02;H;632;600;0
027220103;32;02;H;815;789;8
027220201;32;02;H;1050;986;11
027220301;32;02;H;1006;930;9
027220401;32;02;H;1199;1160;0
027220501;32;02;H;1230;1125;20
027220502;32;02;H;1717;1460;42
027220503;32;02;H;1877;1559;53
027220601;32;02;H;683;644;1
027220701;32;02;H;1286;1126;26
027220801;32;02;H;1055;977;16
027220901;32;02;H;1360;1222;11
027230000;32;02;Z;45;40;2
027240000;32;02;Z;24;22;1
027250000;32;02;Z;65;55;4
027260000;32;02;Z;76;74;1
027270000;32;02;Z;124;106;3
027280000;32;02;Z;144;116;19
027290000;32;02;Z;55;40;11
027300000;32;02;Z;135;120;6
027310000;32;02;Z;84;67;15
027320000;32;02;Z;42;36;2
027340000;32;02;Z;148;122;13
027350000;32;02;Z;15;10;5
027360000;32;02;Z;82;66;5
027370000;32;02;Z;280;239;13
027380101;32;02;H;687;609;11
027380102;32;02;H;651;590;0
027380201;32;02;H;1137;1064;8
027380301;32;02;H;1241;1088;17
027380302;32;02;H;1411;1199;18
027380401;32;02;H;1679;1500;24
027390000;32;02;Z;139;120;6
027400000;32;02;Z;127;104;7
027410000;32;02;Z;281;249;3
027420000;32;02;Z;58;47;4
027430000;32;02;Z;74;64;3
027440000;32;02;Z;47;29;15
027450000;32;02;Z;66;55;1
027460000;32;02;Z;316;279;9
027470000;32;02;Z;37;30;3
027480000;32;02;Z;537;415;44
027490000;32;02;Z;95;82;4
027500000;32;02;Z;302;250;14
027510000;32;02;Z;68;62;0
027520000;32;02;Z;126;113;2
027530000;32;02;Z;182;141;15
027540000;32;02;Z;91;77;3
027550000;32;02;Z;242;227;0
027560000;32;02;Z;290;266;1
027570000;32;02;Z;281;233;14
027580000;32;02;Z;1095;953;27
027590000;32;02;Z;127;107;4
027600000;32;02;Z;73;61;3
027610000;32;02;Z;77;72;1
027620000;32;02;Z;76;58;10
027630000;32;02;Z;87;79;5
027640000;32;02;Z;49;36;7
027650000;32;02;Z;115;107;2
027660000;32;02;Z;109;92;5
027670000;32;02;Z;149;135;7
027680000;32;02;Z;230;199;17
027690000;32;02;Z;391;350;1
027700000;32;02;Z;377;349;10
027720000;32;02;Z;66;59;2
027730000;32;02;Z;24;17;2
027740000;32;02;Z;54;49;1
027750000;32;02;Z;437;399;17
027760000;32;02;Z;250;210;7
027770000;32;02;Z;103;71;22
027780000;32;02;Z;51;44;5
027790000;32;02;Z;116;90;9
027800000;32;02;Z;611;564;13
027810000;32;02;Z;192;181;3
027820000;32;02;Z;104;92;2
027830000;32;02;Z;69;55;7
027840000;32;02;Z;78;62;9
027850000;32;02;Z;497;458;13
027860000;32;02;Z;68;55;3
027870000;32;02;Z;117;107;2
027880000;32;02;Z;221;198;6
027890000;32;02;Z;1469;1194;15
027900000;32;02;Z;101;93;2
027910000;32;02;Z;126;107;10
027920000;32;02;Z;91;67;13
027930000;32;02;Z;55;47;3
027940000;32;02;Z;103;73;16
027950000;32;02;Z;832;763;8
027960000;32;02;Z;44;35;4
027970000;32;02;Z;80;68;3
027980000;32;02;Z;581;493;40
027990000;32;02;Z;190;167;8
028000000;32;02;Z;142;122;7
028010000;32;02;Z;141;120;8
028020000;32;02;Z;90;80;6
028030000;32;02;Z;66;62;0
028040000;32;02;Z;90;79;4
028050000;32;02;Z;1189;1071;15
028060000;32;02;Z;141;118;8
028070000;32;02;Z;276;251;12
028080000;32;02;Z;142;120;5
028090000;32;02;Z;45;36;5
028100102;32;02;H;1240;1085;24
028100202;32;02;H;1596;1362;20
028100302;32;02;H;1241;1197;12
028100401;32;02;H;1042;1009;3
028120000;32;02;Z;105;86;10
028130000;32;02;Z;107;98;2
028140000;32;02;Z;79;69;4
028150000;32;02;Z;206;192;7
028160000;32;02;Z;233;196;12
028170000;32;02;Z;39;36;2
028180000;32;02;Z;420;374;12
028190000;32;02;Z;64;49;6
028200000;32;02;Z;822;735;18
028210000;32;02;Z;301;287;4
028220000;32;02;Z;201;147;26
028230000;32;02;Z;35;27;4
028240000;32;02;Z;189;163;13
028260000;32;02;Z;177;151;7
028270000;32;02;Z;143;121;7
028280000;32;02;Z;43;39;0
028290000;32;02;Z;19;16;2
028300000;32;02;Z;449;397;6
028310000;32;02;Z;177;152;5
028320000;32;02;Z;106;86;10
028330000;32;02;Z;206;177;10
028340000;32;02;Z;68;67;0
030010000;84;03;Z;1462;1313;22
030020000;84;03;Z;183;144;29
030030000;84;03;Z;713;479;74
030040000;84;03;Z;156;108;17
030050000;84;03;Z;209;148;27
030060000;84;03;Z;647;322;198
030070000;84;03;Z;214;157;28
030080000;84;03;Z;247;166;57
030090000;84;03;Z;72;52;5
030100000;84;03;Z;268;187;48
030110000;84;03;Z;181;154;10
030120000;84;03;Z;192;153;24
030130000;84;03;Z;2045;1917;27
030140000;84;03;Z;114;72;32
030150000;84;03;Z;146;129;8
030160000;84;03;Z;82;62;10
030170000;84;03;Z;143;85;43
030180000;84;03;Z;348;295;16
030190000;84;03;Z;943;771;60
030200000;84;03;Z;220;135;43
030210000;84;03;Z;151;110;22
030220000;84;03;Z;770;502;113
030230101;84;03;H;1163;1043;18
030230102;84;03;H;1136;958;32
030230103;84;03;H;921;828;17
030230104;84;03;H;1606;1272;199
030240000;84;03;Z;211;114;53
030250000;84;03;Z;681;593;13
030260000;84;03;Z;388;325;22
030270000;84;03;Z;585;416;43
030280000;84;03;Z;191;159;11
030290000;84;03;Z;465;348;20
030300000;84;03;Z;425;374;19
030310000;84;03;Z;187;126;24
030320000;84;03;Z;135;98;19
030330000;84;03;Z;92;76;2
030340000;84;03;Z;277;219;20
030350000;84;03;Z;129;92;18
030360000;84;03;Z;1602;1173;213
030370000;84;03;Z;161;113;32
030380000;84;03;Z;301;224;35
030390000;84;03;Z;215;166;17
030400000;84;03;Z;520;478;11
030410000;84;03;Z;280;168;73
030420000;84;03;Z;357;248;67
030430000;84;03;Z;631;510;47
030440000;84;03;Z;735;637;34
030450000;84;03;Z;532;395;50
030460000;84;03;Z;761;527;103
030470000;84;03;Z;270;192;31
030480000;84;03;Z;914;621;150
030490000;84;03;Z;215;177;18
030500000;84;03;Z;215;92;89
030510000;84;03;Z;196;138;25
030520000;84;03;Z;533;449;16
030530000;84;03;Z;661;504;60
030540000;84;03;Z;128;101;10
030550000;84;03;Z;558;454;25
030560000;84;03;Z;253;164;38
030570000;84;03;Z;119;96;9
030580000;84;03;Z;144;102;39
030590000;84;03;Z;214;158;33
030600000;84;03;Z;433;399;3
030610000;84;03;Z;193;165;16
030620000;84;03;Z;304;185;92
030630000;84;03;Z;487;434;12
030640000;84;03;Z;155;88;41
030650000;84;03;Z;310;248;28
030660000;84;03;Z;391;184;166
030670000;84;03;Z;105;67;23
030680000;84;03;Z;91;57;18
030690000;84;03;Z;196;148;22
030700000;84;03;Z;92;60;16
030710000;84;03;Z;210;113;72
030720000;84;03;Z;275;202;25
030730000;84;03;Z;304;269;6
030740000;84;03;Z;375;321;11
030750000;84;03;Z;106;82;10
030760000;84;03;Z;113;100;2
030770000;84;03;Z;110;58;46
030780000;84;03;Z;266;134;119
030790000;84;03;Z;186;128;23
030800000;84;03;Z;324;279;5
030810000;84;03;Z;224;148;40
030820101;84;03;H;1113;941;31
030820102;84;03;H;1601;1206;55
030820103;84;03;H;1315;1102;30
030830000;84;03;Z;307;263;14
030840000;84;03;Z;1339;1034;57
030850000;84;03;Z;313;276;12
030860000;84;03;Z;210;164;16
030870000;84;03;Z;434;292;98
030880000;84;03;Z;209;146;22
030890000;84;03;Z;138;73;44
030900000;84;03;Z;177;127;18
030910000;84;03;Z;214;182;12
030920000;84;03;Z;383;284;25
030930000;84;03;Z;517;486;7
030940000;84;03;Z;1633;1477;23
030950101;84;03;H;1406;1148;34
030950102;84;03;H;965;887;26
030950103;84;03;H;1723;1427;46
030950105;84;03;A;1193;1081;16
030950106;84;03;D;834;764;24
030950111;84;03;H;1106;1003;11
030960000;84;03;Z;74;41;15
030970000;84;03;Z;214;158;22
030980000;84;03;Z;2480;2155;106
030990000;84;03;Z;286;184;71
031000000;84;03;Z;820;643;58
031010101;84;03;H;1451;1316;24
031010102;84;03;H;1665;1512;28
031010103;84;03;H;1463;1304;33
031020000;84;03;Z;1837;1478;68
031030000;84;03;Z;692;510;64
031040000;84;03;Z;695;546;42
031050000;84;03;Z;243;170;36
031060000;84;03;Z;664;551;49
031070000;84;03;Z;787;511;114
031080000;84;03;Z;272;157;70
031090000;84;03;Z;375;321;13
031100000;84;03;Z;466;420;14
031110000;84;03;Z;572;512;15
031120000;84;03;Z;379;285;35
031130000;84;03;Z;425;277;83
031140000;84;03;Z;150;133;8
031150000;84;03;Z;219;159;37
031160000;84;03;Z;136;100;17
031170000;84;03;Z;292;217;31
031180101;84;03;H;1831;1488;49
031180102;84;03;H;1410;1204;43
031190000;84;03;Z;263;196;20
031200000;84;03;Z;380;309;20
031210000;84;03;Z;310;279;9
031220000;84;03;Z;154;110;26
031240000;84;03;Z;106;86;9
031250000;84;03;Z;160;70;67
031260000;84;03;Z;599;531;11
031270000;84;03;Z;461;281;113
031280000;84;03;Z;1435;1195;61
031290000;84;03;Z;225;154;28
031300000;84;03;Z;268;144;84
031310000;84;03;Z;314;235;33
031320000;84;03;Z;404;261;38
031330000;84;03;Z;311;240;43
031340000;84;03;Z;129;82;30
031350000;84;03;Z;267;173;56
031360000;84;03;Z;116;90;6
031370000;84;03;Z;142;112;14
031380000;84;03;Z;1768;1446;46
031390000;84;03;Z;515;157;288
031400000;84;03;Z;549;493;18
031410000;84;03;Z;149;69;48
031420000;84;03;Z;199;112;46
031430000;84;03;Z;85;48;19
031440000;84;03;Z;140;98;11
031450000;84;03;Z;361;310;11
031460000;84;03;Z;99;72;17
031470000;84;03;Z;128;78;19
031480000;84;03;Z;165;140;8
031490000;84;03;Z;235;195;22
031500000;84;03;Z;169;97;42
031510000;84;03;Z;122;76;34
031520000;84;03;Z;231;116;71
031540000;84;03;Z;189;133;21
031550000;84;03;Z;1185;891;98
031560000;84;03;Z;783;712;16
031570000;84;03;Z;451;406;8
031580000;84;03;Z;490;355;65
031590000;84;03;Z;383;334;21
031600000;84;03;Z;174;151;12
031610000;84;03;Z;676;428;95
031620000;84;03;Z;97;87;5
031630000;84;03;Z;423;364;18
031640000;84;03;Z;184;129;21
031650000;84;03;Z;933;672;90
031660000;84;03;Z;178;138;24
031670000;84;03;Z;229;129;69
031680000;84;03;Z;661;444;117
031690000;84;03;Z;170;137;17
031700000;84;03;Z;103;65;14
031710000;84;03;Z;159;118;14
031720000;84;03;Z;106;61;20
031730000;84;03;Z;579;501;23
031740000;84;03;Z;453;377;35
031750000;84;03;Z;203;132;39
031760000;84;03;Z;309;253;30
031770000;84;03;Z;184;120;25
031780000;84;03;Z;258;154;24
031790000;84;03;Z;207;145;36
031800000;84;03;Z;305;277;15
031810000;84;03;Z;291;168;66
031820000;84;03;Z;133;111;15
031830000;84;03;Z;263;193;12
031840000;84;03;Z;258;216;17
031850101;84;03;H;2584;1645;95
031850102;84;03;H;1972;1380;131
031850103;84;03;H;1193;904;14
031850104;84;03;H;1125;859;37
031850105;84;03;H;1023;796;10
031850106;84;03;H;2688;1795;74
031850107;84;03;A;603;487;11
031850108;84;03;H;1756;1290;64
031850109;84;03;D;243;193;5
031850110;84;03;H;1795;1496;44
031850111;84;03;H;1117;934;26
031850112;84;03;H;1241;1058;30
031850113;84;03;H;1857;1556;42
031850114;84;03;H;1285;1036;34
031850115;84;03;H;1530;1078;8
031850116;84;03;H;984;824;28
031850117;84;03;H;1261;1054;31
031860000;84;03;Z;949;727;35
031870000;84;03;Z;220;192;13
031880000;84;03;Z;114;93;5
031890000;84;03;Z;499;351;69
031900101;84;03;H;1785;1375;69
031900102;84;03;H;2558;2081;103
031900103;84;03;H;922;851;17
031900104;84;03;H;1048;906;12
031900105;84;03;H;1474;1231;64
031900106;84;03;H;1388;1140;56
031900107;84;03;H;1222;1099;14
031900108;84;03;H;1629;1478;16
031900109;84;03;H;966;899;0
031910000;84;03;Z;206;135;43
031920000;84;03;Z;116;60;39
031930000;84;03;Z;115;79;23
031940000;84;03;Z;117;61;20
031950000;84;03;Z;1936;1141;586
031960000;84;03;Z;157;117;15
031970000;84;03;Z;741;641;39
031980000;84;03;Z;115;86;18
032000000;84;03;Z;750;690;18
032010000;84;03;Z;187;140;20
032020000;84;03;Z;527;335;132
032030000;84;03;Z;262;196;32
032040000;84;03;Z;307;277;4
032050000;84;03;Z;225;190;9
032060000;84;03;Z;148;82;38
032070000;84;03;Z;304;234;46
032080000;84;03;Z;225;179;14
032090000;84;03;Z;72;62;7
032100000;84;03;Z;277;192;49
032110000;84;03;Z;1191;1087;13
032120000;84;03;Z;683;616;9
032130000;84;03;Z;139;112;8
032140000;84;03;Z;169;135;12
032150000;84;03;Z;271;240;7
032160000;84;03;Z;126;80;21
032170000;84;03;Z;353;318;8
032180000;84;03;Z;170;130;28
032190000;84;03;Z;157;102;23
032200000;84;03;Z;409;302;68
032210000;84;03;Z;550;353;96
032220000;84;03;Z;76;40;18
032230000;84;03;Z;255;208;17
032240000;84;03;Z;316;142;124
032250000;84;03;Z;325;199;67
032260000;84;03;Z;158;106;8
032270000;84;03;Z;221;170;14
032280000;84;03;Z;42;22;17
032290000;84;03;Z;334;286;16
032300000;84;03;Z;259;211;10
032310000;84;03;Z;167;99;39
032320000;84;03;Z;133;121;3
032330000;84;03;Z;189;164;7
